patient,time,label,epoch,EEG-Fz,EEG-0,EEG-1,EEG-2,EEG-3,EEG-4,EEG-5,EEG-C3,EEG-6,EEG-Cz,EEG-7,EEG-C4,EEG-8,EEG-9,EEG-10,EEG-11,EEG-12,EEG-13,EEG-14,EEG-Pz,EEG-15,EEG-16
4,-0.06,right,4,2.175412478146853,-0.8894913680069932,-1.0528777862762235,1.0260735358391606,0.32182173295454564,2.2129725743006987,-1.5017209353146852,-3.9806872814685317,-3.3853597574300704,0.07580310314685294,-1.8416398055069938,-0.25660374781468553,-0.3974541083916085,-1.588109156468531,-4.012613363199302,1.0298295454545452,-0.8143711756993008,-0.2753837958916084,1.4974527425699298,2.8026660839160833,2.227996612762237,6.626283872377622
4,-0.056,right,4,2.785764040646853,1.1857039444930069,0.7781769012237764,0.22040947333916056,0.1020951704545453,0.04012101180069954,-0.11011937281468431,-2.7843982189685312,-0.6753988199300697,-0.5345484593531468,-1.1336319930069931,-3.2595334353146845,-3.2050712958916088,-1.4172107189685312,-1.0096836756993006,-0.019975142045454385,-1.4735508631993006,-1.7646416083916083,2.15663243006993,1.9481738964160833,1.2758481752622377,6.8948385598776225
4,-0.052,right,4,4.53247923951049,2.395309768356644,4.0873921000874125,1.8694684222027975,2.044122869318182,-1.6799606643356637,0.7576895760489516,-1.2818236451048952,1.7549101289335667,0.23560423951048995,0.3689425808566432,-5.467896361451049,-4.876324847027972,-3.2349486451048945,1.3229690231643358,-1.5447443181818177,-1.4846481643356642,-3.435895159527972,0.9736601289335668,0.2280922202797207,-0.7860303758741256,3.2216318837412596
4,-0.048,right,4,4.439261909965035,0.9349049388111886,3.750034145541958,1.3367979676573425,1.4626242897727275,-0.6989592438811186,-0.8980277534965031,0.13863090034965064,2.101145924388112,0.5818400349650349,0.9104908763111884,-4.340410565996503,-2.137510926573427,-1.6680097246503494,0.985611068618881,-0.2707741477272726,-0.6989592438811186,-3.3337999890734267,0.8316146743881119,-0.7440313592657343,-2.68588833041958,0.0034145541958042697
4,-0.044,right,4,-0.26821323208041864,7.409070421765736,3.290605878496504,2.244557200611889,-2.1706321022727266,-0.6701062609265726,2.7441064794580425,5.489749508304196,3.204217657342658,2.7591305179195813,-1.453234265734265,-3.5303075830419566,-4.501236068618881,4.269046383304197,1.6004015515734276,1.0764382102272734,-3.013856260926572,-6.478775131118881,-1.0438292176573418,-2.717131501311188,-4.951957222465034,-3.2880449628496495
4,-0.04,right,4,-2.8228119536713283,5.098612325174825,1.3219446569055946,1.6919116040209794,-2.723277698863636,-2.443454982517482,2.093804632867134,6.597260161713285,2.700400185751749,2.6947661713286712,-1.8105673623251743,-3.7411563046328657,-5.395678540209789,5.9624945367132876,2.073146579982518,1.9886363636363638,-1.906345607517482,-5.27360822770979,0.5031345607517484,0.09936352709790218,-3.942102819055944,-2.766471809440559
4,-0.036,right,4,-7.470361669580418,-0.5743280157342656,-0.6888863090034962,0.12053376311188821,-5.124733664772727,-5.479676573426572,-1.3330419580419584,6.441897945804196,3.1798035948426566,3.56479458041958,-1.184679578234266,-3.554721645541958,-8.627212631118882,8.395022945804195,4.456846864073426,4.274680397727272,0.5261828015734266,-3.1340485686188813,3.6192567198426575,2.580720061188811,-0.4353556599650351,0.44730659965035047
4,-0.032,right,4,-6.5359689138986,1.580767864947552,-0.9751966783216781,-0.16577660620629373,-4.336825284090909,-4.105830692744755,0.6755695476398602,6.595040701486013,2.161071350524475,1.2765310861013983,-1.6174743225524475,-2.03439138986014,-5.104929250437063,6.839181326486015,3.975223994755244,2.1817294034090904,0.3375286822552449,-1.4184058129370631,2.9423213505244745,1.073706566870629,-1.0634629042832175,-2.280410019667832
4,-0.028,right,4,2.34409145541958,-0.5254998907342658,-0.20060505900349662,-2.2720443618881125,-0.24192116477272813,-0.2062390734265732,3.1103174169580425,2.193851070804195,0.6407410948426574,-3.2711429195804196,-0.2569452032342654,0.49801272945804204,7.339584243881118,1.607913570804196,0.7459093640734265,-3.8307883522727284,-0.9874890734265735,0.6257170563811191,0.543084844842657,-1.4720143138111883,-3.0720744099650346,-3.3124590253496504
4,-0.024,right,4,0.7838109156468537,5.8243758194930075,2.7313019012237767,-1.7327155266608387,-1.5092329545454535,-4.5985508631993,4.235583752185316,4.442164281031469,2.9378824300699304,-1.3157984593531462,-0.10824136800699248,-1.1599240603146843,-0.42186817089160794,3.660914281031469,2.3106288243006996,-1.3871626420454537,-2.0594883631993,-1.6669853583916077,-1.1636800699300696,-1.6651073535839158,-3.3139955747377616,-4.823911440122377
4,-0.02,right,4,1.405259779283215,-5.12644094187063,-2.0671711101398618,-1.3065791630244774,0.18643465909090703,-1.0962426245629386,0.7066419908216772,-0.9422462303321693,0.4831594187062919,-1.9638808457167845,1.8803949956293695,1.6099623033216781,2.006221317744754,2.4268943946678307,2.101999562937061,-1.2539950284090924,0.07563237543706115,1.4446978802447537,1.2155812937062915,-0.4088928649475535,-0.39762483610139926,-0.979806326486015
4,-0.016,right,4,3.4737967111013974,1.4831116149475518,-2.4400404283216792,-0.5075734812062946,-1.4071377840909098,2.3883099322552437,1.70096017263986,0.8821500764860126,-3.2588505244755255,-2.3367501638986026,-1.031536822552449,3.8738117351398595,1.3403832495629358,1.9563688264860137,-2.225947880244756,-2.21280184659091,-1.1761431927447565,2.585500437062936,-0.5244755244755254,-1.2700434331293717,-0.5263535292832178,-0.7667381446678331
4,-0.012,right,4,4.146293159965037,-0.041657561188810484,-0.44918460445804104,-1.5440614073426562,1.1696555397727284,0.22877513111888248,1.2015816215034982,-1.5703534746503487,-3.1722915756118875,-3.861519340034964,-0.4566966236888101,1.0795113090034976,-1.1121203015734256,-0.8867597246503485,-1.0651701813811179,-3.053977272727271,0.3752595061188824,2.7208875109265738,2.1011459243881125,0.1837030157342669,1.7574710445804205,2.249508304195805
4,-0.008,right,4,2.102170290646854,-3.648280430506992,-3.0304168487762233,-0.4631842766608385,0.053267045454545595,3.4580897618006996,-2.746838122814684,-2.784398218968531,-3.360945694930069,-1.3646265843531462,-0.05941324300699277,2.0627321896853155,-0.17772754589160814,-0.8801013439685307,-0.7655430506993002,-0.5570845170454539,0.7237147618006998,3.3134833916083917,1.9613199300699304,0.48333014641608435,2.643035675262238,3.037416684877623
4,-0.004,right,4,3.8111546656468533,-5.1619523055069925,-1.9561980987762233,-1.342090526660838,1.9087357954545463,1.0166835118007,0.37816187718531613,-3.467991968968531,-1.7984456949300693,-1.657595334353146,1.3566023819930073,1.476794689685316,2.361334954108392,-0.3429919689685305,0.4551600743007,-0.06880326704545388,-0.3505039881993,0.5791083916083922,0.2035074300699306,-0.4444042285839153,1.2270200502622381,1.8167135598776227
4,0.0,right,4,2.810178103146854,-3.3308976180069925,-0.6134246612762234,-1.220020214160839,3.3003373579545454,0.2598475743006997,-0.7692990603146841,-3.1017810314685312,-0.9927816324300694,-1.7796656468531464,2.162266444493007,0.37816187718531546,2.7763740166083917,-1.1486560314685308,1.0655116368006994,-1.1674360795454541,-0.4237461756993004,-0.22655567089160805,0.3255777425699304,0.45891608391608407,0.6166684877622379,0.6204244973776228
4,0.004,right,4,0.7505190122377621,1.005927666083916,-1.5988650021853146,1.0171956949300698,-0.6636186079545457,-0.0908271416083915,-1.0711456512237754,0.06316925262237814,-1.8805657233391606,0.6040346372377622,-0.434502021416084,-0.36313783872377586,-2.7500819493007,1.1862161276223782,0.4218681708916083,0.6303267045454545,-1.2627021416083917,-2.5303553868006996,2.465137401660839,0.25472574300699263,0.5101343968531467,3.7365466564685312
4,0.008,right,4,1.1855332167832155,-1.6840581293706305,-1.3103351726398615,-0.25677447552447685,2.310458096590908,4.445749562937062,-2.0033189466783226,-1.3084571678321697,-2.0803171437937076,-0.5234511582167846,0.8305903081293692,0.9019544908216773,-2.4127239947552463,-0.5272071678321685,0.27094487543706197,-0.3018465909090921,-0.9741723120629384,-2.0953411822552455,2.753667231206292,0.8850524475524463,-1.0079763986013999,2.9020296110139854
4,0.012,right,4,-0.2171656468531458,0.13589925699300817,-0.07631528627622272,0.9772454108391618,0.9077592329545463,-2.865152425699299,-0.036877185314683064,-0.31857790646853024,0.6673746175699311,2.126584353146854,1.8204695694930078,-1.0866818728146839,-6.110344733391607,1.341578343531469,2.4815272618006996,1.078657670454546,0.5039881993007002,-2.2773369208916074,2.3763589925699304,-0.9082714160839153,-1.7759096372377616,1.2551901223776236
4,0.016,right,4,1.5717192963286706,-0.02834079982517451,2.2985071569055937,-0.2612133959790219,2.550159801136363,0.5838887674825181,-0.15228911713286772,-1.6546929632867127,2.3586033107517492,1.4252349213286721,3.8046670126748245,0.9463436953671337,-0.7570066652097909,0.9331976617132878,1.9754903299825166,-0.5504261363636366,-1.076267482517482,-2.6857176027097904,-0.6199123142482527,-4.5393083479020975,-3.9909309440559446,-2.13170618444056
4,0.02,right,4,2.4639423076923075,1.3521634615384617,0.602839543269231,4.927884615384615,2.7587890625,6.017127403846154,-5.021784855769229,-1.4460637019230769,-0.6065955528846152,3.977614182692308,3.6226712740384612,5.451847956730769,1.4047475961538463,-0.12770432692307648,-1.868614783653846,-0.048828125000000125,-0.3305288461538458,-0.5239633413461536,-5.245267427884615,-6.186147836538462,-4.7588641826923075,-6.4152644230769225
4,0.024,right,4,7.730721427010489,3.2498019558566433,4.8442280375874125,3.358726234702797,4.119318181818182,0.9323440231643353,0.7332755135489517,-2.7222533326048954,1.5840116914335662,1.8225183020104894,4.348434768356642,0.17175207604895174,-1.1409732845279719,-2.526940832604895,-0.5080856643356642,-3.5222833806818183,-0.9231247268356645,-0.3841373470279721,-5.984347683566433,-6.143978092220281,-3.691303813374126,-5.347704053758743
4,0.028,right,4,8.689528245192308,10.702749399038462,6.144831730769231,6.905423677884616,5.419921874999999,4.918494591346153,-1.62823016826923,-0.20094651442307687,-0.045072115384615176,1.5117938701923082,1.4009915865384615,1.0817307692307698,-2.0864633413461537,-5.376727764423076,-3.9438100961538463,-3.8818359374999996,-1.429161658653846,0.03756009615384644,-8.785306490384613,-7.38243689903846,-4.4903094951923075,-7.5627253605769225
4,0.032,right,4,7.120369864510489,-1.4621121066433576,2.6225483500874116,4.750327797202797,5.071466619318181,6.571992460664335,-4.906372923951049,-6.066979895104896,-1.9071992460664342,0.040291739510489206,2.9080050808566424,2.979369263548951,7.233050152972027,-6.262292395104895,-3.7063278518356646,-3.449041193181818,-0.41042941433566466,3.009417340472027,-6.545871121066434,-4.45940777972028,-0.6395460008741265,-2.4912587412587412
4,0.036,right,4,6.106076540646853,-4.136561680506992,2.3895050262237767,2.5641594733391613,5.473188920454545,2.6768397618006996,-5.237072497814685,-7.325413843968531,0.057023055069930544,0.7349827906468537,2.284336756993007,-1.2575803103146845,3.5332099541083917,-4.151585718968531,-0.6190586756993,-0.5570845170454545,-0.6434727381993002,0.2373115166083919,-2.9214925699300696,-0.3467479785839161,0.8852231752622379,0.2542135598776227
4,0.04,right,4,0.548548131555944,0.8527849104020983,-0.433648382867133,2.8660060642482517,1.7223011363636367,2.490405102709791,-2.2985071569055937,-2.043098503059441,-1.9360522290209783,2.5016731315559437,-0.2946760270979021,-0.760421219405594,2.0772440450174816,-1.5059891280594406,-2.270337084790209,1.6490589488636367,-0.8787355222902095,-0.9256856424825177,-2.1801928540209787,0.7851767373251748,0.6499603911713282,-0.6158148492132868
4,0.044,right,4,3.919908216783217,-4.125464379370629,0.25216482736014006,0.18267864947552473,3.579989346590909,0.24653081293706308,0.3404310533216786,-4.6775977928321675,-0.029535893793706046,0.3554550917832169,1.3676996831293704,-4.127342384178321,-0.21545836975524482,-2.285019667832167,1.003366750437063,-0.30184659090909083,-0.4858910620629369,-1.2164349322552446,-0.42016089379370625,2.6428649475524475,1.6775704763986012,2.3160921110139863
4,0.048,right,4,0.9458315122377625,-3.8280567089160837,-1.2082400021853146,0.2847738199300702,1.4359907670454548,-3.2646552666083903,-0.6316925262237756,-2.915346372377622,-0.7086907233391605,0.018097137237762514,0.6397167285839163,-4.074075338723775,-3.043050699300699,-0.8157369973776216,1.4960869208916086,1.3627485795454548,0.7392509833916087,-0.4307460118006989,3.6370124016608387,3.8680069930069925,2.6585718968531467,3.834202906468531
4,0.052,right,4,-3.8393247377622357,-4.658134833916082,-4.528552502185313,-0.6429605550699286,-0.41947798295454425,-1.40918651660839,-3.268411276223774,-1.9387838723776207,-1.636425098339159,2.3130190122377634,0.6885448535839173,-0.949075338723774,-2.945394449300698,1.57684112762238,1.7890556708916097,3.560014204545456,2.25292285839161,0.5946446131993022,3.8811530266608396,4.307460118006994,1.7796656468531478,3.4924060314685326
4,0.056,right,4,-2.6963027207167856,-4.88230031687063,-2.7995929851398618,-1.1600947880244765,0.9188565340909077,-1.1450707495629382,0.07187636582167768,-2.4070899803321697,0.4831594187062919,1.7958847792832149,3.6870356206293686,-0.0013658216783223008,-0.9234661822552465,2.0850975196678294,3.0785620629370603,2.7010830965909074,1.3451636254370603,-0.26428649475524624,1.410893793706292,1.7395446350524453,-0.6417654611014012,-2.395821951486015
4,0.06,right,4,-3.519722465034964,-7.07290756118881,-5.820278354458041,1.239141717657343,1.7555930397727282,4.086197006118882,-7.587480878496502,-3.523478474650349,-3.2699478256118875,3.413871284965036,4.279631501311189,7.329511309003496,3.819520323426574,1.21284965034965,0.4485016936188815,3.147194602272727,3.5490876311188813,3.4044812609265738,-0.6332290756118886,0.5743280157342662,-1.5140133304195804,-5.318851070804196
4,0.064,right,4,-1.340212521853145,-1.6707413680069894,-2.420065286276221,1.4655266608391648,2.128462357954549,2.408285074300701,-1.6970334353146832,-1.539281031468528,-1.6763753824300667,2.273068728146854,4.701328944493008,3.9914431271853172,-0.5927666083916064,0.6579845935314714,0.2354335118007025,1.371626420454549,2.7989100743007023,3.1425849541083952,-2.652937882430067,-0.8594432910839138,-2.7036440122377603,-8.022153627622375
4,0.068,right,4,-0.8918815559440558,-5.9099104020979,-1.288140570367133,0.449013876748251,4.822887073863637,-0.7078370847902088,-4.129561844405593,-3.825325065559441,-0.7397631665209787,0.7194465690559452,6.7609880354020975,3.4143834680944063,-0.09560751748251765,-2.1163406905594386,2.6857176027097895,0.06214488636363695,4.272631665209792,4.1768534200174825,-1.0815600415209776,0.6631064248251738,-0.8881255463286709,-6.353119536713287
4,0.072,right,4,-1.932808402534967,-6.560212248688811,-1.8896142919580434,1.2147276551573407,1.7800071022727255,-1.309310806381121,-10.346269940996503,-4.524455037150349,-0.26701813811188724,2.7546915974650337,5.7200611888111865,4.521894121503495,-0.990049989073428,-0.7158612871503509,2.2795563811188795,2.1950461647727253,5.08717356861888,4.7960828234265716,-0.9506118881118892,2.014757703234263,0.9518069820804174,-3.829593258304197
4,0.076,right,4,-3.0380995957167785,-8.788550316870626,-1.7742023601398569,-0.8182979130244734,1.7489346590909112,-3.2935082495629335,-10.474998634178318,-6.410996230332166,0.8249562937062966,3.1630722792832184,6.665551245629373,4.00254042832168,0.4925494427447568,0.03431626966783664,3.1762183129370647,3.384676846590912,5.349069875437063,5.302119755244756,-1.1281687062937045,1.8860290100524495,2.287922038898605,-2.591134451486012
4,0.08,right,4,-4.8780321241258715,-7.405826595279716,-3.5164786385489477,2.322238308566437,-0.04216974431818087,-2.496722027972026,-16.025868662587406,-5.174756883741256,-1.698569984702796,4.936421000874127,4.48382184222028,3.8715922749125884,-3.300508085664335,0.4893056162587446,1.9710514095279725,5.988103693181821,5.999371722027973,5.366484101835666,1.084633140297203,4.0500027316433584,4.3054113854895135,-0.3295044798951032
4,0.084,right,4,-2.2857025786713296,-4.715840799825174,-1.2171178430944036,2.4243334790209787,0.6458629261363643,-1.8575174825174825,-18.902289117132867,-6.635161713286712,-1.2546779392482512,4.110781796328673,4.830057637674825,2.118218695367135,-2.6613035402097913,-1.801177338286711,2.170802829982517,3.9417613636363655,5.027248142482518,4.980298022290211,0.4543064357517477,4.835691652097903,4.602819055944058,1.188606315559442
4,0.088,right,4,-4.014662095716784,-11.37644094187063,-4.703889860139861,1.6231083369755253,2.4813565340909083,3.835398000437064,-21.70546738417832,-10.170761855332168,-3.7648874562937062,3.8954941542832158,4.175316870629369,4.4908216783216774,1.1273150677447548,-3.7742774803321675,1.0277808129370607,5.288973721590909,5.886179250437062,5.839229130244754,3.0222219187062924,6.231732135052445,6.291828288898601,4.293631173513985
4,0.092,right,4,-1.9550030048076898,-7.314828725961536,-3.034855769230766,2.9015174278846163,0.5371093750000019,0.6216195913461564,-13.346980168269226,-7.427509014423075,-3.023587740384612,5.320387620192311,3.0611478365384626,0.8375901442307729,-3.9907602163461515,-1.2751652644230755,0.9878305288461579,5.1513671875000036,3.6001352163461555,1.746544471153847,2.298677884615387,5.215219350961541,5.080003004807695,4.009540264423078
4,0.096,right,4,-1.5776947661713263,-8.158223612325171,-2.999344405594404,2.35109129152098,0.7679332386363644,0.7059590799825198,-10.967718804632865,-6.95254452578671,-2.206826376748251,5.4535552338286735,3.6825967001748263,1.0684140078671356,-1.7091551027097875,0.12753359921328677,1.2186543924825204,5.431019176136364,2.4637715799825197,-0.5128660402097872,1.4552829982517492,4.664793214597902,3.357701868444056,2.336067253059441
4,0.1,right,4,-0.11285101617133517,-6.20509861232518,-0.36262565559440973,3.083513166520974,1.7444957386363584,-2.5655252950174874,-8.575140679632872,-6.903716400786719,-0.20487325174825832,4.476992733828666,3.8290810751748205,-3.179632867132873,-7.715014477709795,-0.6537164007867187,2.781154392482511,3.917347301136358,1.6825215799825106,-3.1007566652097953,3.5060642482517435,5.641355714597896,3.99246749344405,4.923957878059434
4,0.104,right,4,1.8424934440559428,-6.0563947770979025,0.46967192963286497,1.8162013767482494,2.967418323863634,-2.70979020979021,-4.959639969405595,-7.340950065559442,0.23679933347902044,2.428430944055943,5.247316160402097,-2.444991531905596,-3.3670918924825193,-2.555793815559441,2.783373852709789,2.112926136363635,1.1476316652097884,-1.5360372049825182,1.408674333479019,3.348653299825173,2.822811953671327,2.3382867132867124
4,0.108,right,4,3.347287478146852,-4.5027726180069925,2.4627472137237763,2.442089160839159,3.495649857954544,-2.4745274256993,-6.384533435314685,-6.129124781468533,0.17909336756993066,2.859006228146854,5.922032069493006,-1.7214474978146852,-6.842766608391609,-5.640843531468531,1.3096522618006992,1.469282670454545,3.0918788243007005,-0.5195244208916078,1.0091714925699296,2.6073535839160837,2.8627622377622384,1.1575338723776207
4,0.112,right,4,1.0368293815559442,-0.660886964597902,2.056585992132867,2.475381064248252,0.6480823863636364,-1.9529542722902096,0.2893834680944068,-2.58020787805944,0.16355714597902088,3.380579381555944,3.904542722902097,0.5091100305944058,-6.614162204982518,-1.6524735030594404,-0.4636964597902099,2.4303089488636362,1.3673582277097898,-0.7303731424825172,-1.4965991040209794,-0.09372951267482496,0.25933539117132803,-2.275971099213287
4,0.116,right,4,5.26490111451049,1.4187472683566433,3.6967671000874125,6.5081402972027975,5.315607244318181,5.351289335664336,-8.226685423951048,-4.895104895104895,-0.5400117460664332,4.971932364510489,6.570114455856643,5.762572388548951,0.34828452797202814,-4.699792395104895,-2.534452851835664,1.1408025568181819,1.1032424606643358,0.6656673404720279,-8.450167996066433,-4.06878277972028,-3.1786085008741254,-11.52446186625874
4,0.12,right,4,4.341605659965035,1.2767018138111892,3.554721645541958,2.5086729676573425,3.1716086647727275,0.5705720061188815,2.764081621503497,-3.084025349650349,-0.14494782561188774,2.2419962849650346,5.060881501311188,3.5209175590034967,3.282410948426573,-3.8652753496503487,-2.8229826813811183,-1.1008522727272727,0.8635407561188811,2.3302625109265738,-7.371510325611887,-4.747937609265734,-2.53940395541958,-9.811038570804195
4,0.124,right,4,5.602259069055944,3.562745847902098,5.645453179632867,1.7185451267482517,3.1627308238636362,-0.7566652097902101,4.610672530594406,-0.21204381555944077,2.0922680834790213,0.914759069055944,3.9777849104020975,0.5823522180944063,2.834079982517482,-2.0675125655594404,-0.7810792722902097,-2.574573863636364,-0.9031495847902101,0.9541971700174827,-7.624528791520979,-5.733377950174825,-3.6225005463286712,-11.382416411713287
4,0.128,right,4,6.9605687281468525,-0.4012101180069937,4.025247213723775,1.8073235358391593,5.302290482954543,2.5059413243006987,0.011950939685314944,-2.7111560314685326,0.6185464925699297,0.2222874781468529,4.066563319493005,0.7687868771853134,5.36426464160839,-4.224827906468531,0.040121011800698575,-3.169389204545454,-0.5214024256993017,1.7265693291083906,-6.36387538243007,-3.984443291083917,-2.361847137237764,-9.68230987762238
4,0.132,right,4,7.852791739510489,4.690231643356644,5.552235850087413,3.041343422202798,3.508966619318182,-0.2639450393356638,1.6854239510489528,-0.30526114510489427,1.9990507539335676,0.7727136145104907,1.7361300808566433,-2.489380736451048,1.7154720279720292,-1.6724486451048937,-1.1672653518356633,-2.325994318181818,-2.2170700393356637,-0.5550357845279715,-5.227511746066432,-4.557064029720279,-2.7879835008741254,-8.985399366258742
4,0.136,right,4,3.4271880463286712,1.6318154501748257,1.2242884069055942,3.449724104020979,2.9407848011363638,2.439357517482518,-2.105414117132866,-0.2386773382867127,0.6007908107517487,3.4271880463286712,1.949198262674825,0.018609320367134204,1.0984620847902098,1.2749945367132876,-0.8565409200174822,0.1331676136363644,-1.5157206075174827,-0.39079572770978965,-4.282021689248251,-3.9533708479020975,-1.9889778190559433,-8.284049934440558
4,0.14,right,4,4.255046711101399,1.9225647399475525,3.2728501966783217,2.812739018793706,4.403409090909091,-0.590205692744755,0.5290851726398603,-1.070974923513986,3.0888057255244754,2.9855154611013983,4.534869427447552,-2.376188264860139,-0.808054250437063,-1.1198030485139856,0.4107708697552448,-0.7479580965909087,-0.7855181927447554,-1.125437062937063,-4.772522399475524,-2.93019968312937,-2.2841660292832167,-9.604628769667832
4,0.144,right,4,3.5137469951923075,-1.9437349759615383,-0.300480769230769,4.366361177884616,3.8574218750000004,5.113807091346154,-11.49151141826923,-4.253680889423077,-0.631009615384615,5.662184495192307,5.014272836538461,2.9860276442307696,0.5990835336538464,-2.447040264423076,-1.9906850961538463,1.9775390625,1.1587289663461537,1.3070913461538463,-4.293118990384616,-2.4507962740384612,0.4901592548076923,-6.2443659855769225
4,0.148,right,4,3.5315026770104905,-2.658401169143355,-0.33155321241258595,4.384116859702798,6.9513494318181825,6.059297148164336,-10.838990111451047,-4.968347082604894,-1.443332058566432,4.556893302010491,6.692184768356645,4.908080201048952,3.7418392154720284,-5.749597082604893,-2.217070039335663,0.8234197443181829,1.6159377731643367,2.0572689029720284,-5.642550808566432,-2.6283530922202782,-0.7127881883741248,-8.130907178758738
4,0.152,right,4,3.278484211101399,-3.2532165100524466,-1.1216810533216768,3.593989018793707,5.721768465909091,5.562138057255246,-11.384977327360136,-4.342459298513985,-1.647522399475523,6.0128592111014,6.097369427447553,5.289827360139861,-1.8822730004370616,-3.9030061735139845,-2.811885380244754,3.109463778409092,2.9254193072552463,2.0483910620629375,-4.919006774475523,-1.4165278081293693,0.15724022071678442,-7.11439439466783
4,0.156,right,4,2.761349978146852,1.5519148819930064,0.46079408872377486,4.05341728583916,5.497602982954544,5.289144449300699,-11.218517810314685,-3.345921656468532,-0.30918788243007145,7.0093968531468525,6.947422694493007,6.628161877185313,1.11621776660839,-5.054906031468532,-3.133707113199301,2.8364701704545436,1.5293788243006978,0.6523505791083902,-7.97520350743007,-3.3496776660839167,-1.531769012237764,-10.414731752622378
